ORGANIZATION NUMBER;Party_ID;ATTRIBUTE17
5562741990;22651826;SE
5562742758;10586562;SE
5562747211;22651827;SE
5562752898;10586563;SE
5562753839;15852546;SE
5562756402;19733519;SE
5562757236;392564;SE
5562759752;392567;SE
5562761428;22514566;SE
5562764034;392574;SE
5562764166;10586565;SE
5562769074;3371474;SE
5562770387;3299149;SE
5562776434;10586566;SE
5562777614;21211504;SE
5562778588;16146710;SE
5562780345;14778697;SE
5562781566;22708677;SE
5562782523;21755347;SE
5562783554;19324611;SE
5562786995;22651828;SE
5562787068;21109199;SE
5562788165;392582;SE
5562788553;392586;SE
5562789056;10586571;SE
5562790294;22651829;SE
5562790757;20695818;SE
5562794973;22651830;SE
5562797737;22482578;SE
5562801323;10586573;SE
5562802115;10586574;SE
5562803311;22651831;SE
5562804913;10586575;SE
5562806124;10586576;SE
5562809649;16146711;SE
5562813542;20037631;SE
5562813617;10586577;SE
5562818095;180644;SE
5562818467;22196504;SE
5562820307;392609;SE
5562822394;3180495;SE
5562823210;10586580;SE
5562824572;10586582;SE
5562825025;21095;SE
5562825165;16146712;SE
5562826692;22651832;SE
5562827054;392616;SE
5562827773;10586583;SE
5562828060;10586584;SE
5562830124;20695819;SE
5562830397;10097344;SE
5562831973;23134663;SE
5562834829;16779617;SE
5562835404;10586585;SE
5562837137;10586587;SE
5562837491;22651833;SE
5562839315;20695820;SE
5562853381;19113087;SE
5562859354;15417487;SE
5562861525;22584622;SE
5562862002;20085031;SE
5562863638;7241579;SE
5562864685;7224918;SE
5562865203;16146713;SE
5562865450;392623;SE
5562865518;12428064;SE
5562865773;22651834;SE
5562868405;14133478;SE
5562868496;392630;SE
5562869775;22651836;SE
5562869957;10586590;SE
5562870229;7449426;SE
5562872837;18968642;SE
5562873967;22651837;SE
5562875392;12649260;SE
5562876481;10586594;SE
5562878123;10586595;SE
5562879857;15070500;SE
5562880871;10586598;SE
5562880913;21109200;SE
5562884113;21500513;SE
5562884790;14350679;SE
5562885425;20804508;SE
5562889732;10586600;SE
5562889948;20695822;SE
5562890961;22651838;SE
5562892686;392644;SE
5562894294;10586602;SE
5562897164;10586603;SE
5562897834;18039504;SE
5562901818;901992;SE
5562902543;10586605;SE
5562903871;273870;SE
5562905553;180645;SE
5562905579;10586607;SE
5562908318;10586608;SE
5562910116;10586610;SE
5562910264;10586611;SE
5562910298;20695823;SE
5562910371;10586612;SE
5562911288;5893175;SE
5562912278;20610832;SE
5562912427;15586587;SE
5562919208;19733531;SE
5562921295;21109201;SE
5562922897;22651841;SE
5562923408;1276708;SE
5562926674;15649862;SE
5562935881;23491639;SE
5562937192;10586615;SE
5562943604;22651843;SE
5562944529;10586618;SE
5562944818;11922234;SE
5562946680;7610241;SE
5562947233;22427588;SE
5562948777;20695825;SE
5562948785;20695826;SE
5562949973;12832170;SE
5562951698;21298373;SE
5562953033;17960083;SE
5562953546;1907821;SE
5562954569;10586620;SE
5562958685;392652;SE
5562960442;10586621;SE
5562961291;392659;SE
5562962760;10586622;SE
5562962885;10586623;SE
5562963503;10586625;SE
5562965409;20398745;SE
5562966118;392663;SE
5562968122;22651844;SE
5562968908;18104655;SE
5562970060;22992398;SE
5562972421;392669;SE
5562976737;22651845;SE
5562977735;4901144;SE
5562979129;10586630;SE
5562979764;392676;SE
5562981414;8379148;SE
5562982420;10586631;SE
5562987106;22881708;SE
5562987510;10586633;SE
5562987601;131514;SE
5562989540;392683;SE
5562991009;10586634;SE
5562991447;10586635;SE
5562993559;21190574;SE
5562994482;11950379;SE
5562995562;19170488;SE
5562995570;392695;SE
5562998392;15072517;SE
5562998558;22387596;SE
5563000040;22651846;SE
5563005684;20695827;SE
5563007508;21287572;SE
5563009710;392700;SE
5563011484;5005233;SE
5563011757;16146714;SE
5563013373;10586637;SE
5563014579;22651847;SE
5563018430;21714747;SE
5563018919;10586638;SE
5563023307;10586641;SE
5563028108;10586643;SE
5563030492;7068665;SE
5563030815;22651848;SE
5563032282;20695828;SE
5563039105;20570011;SE
5563047041;10586647;SE
5563047413;10586648;SE
5563048742;10586649;SE
5563049609;245259;SE
5563049948;10586650;SE
5563052033;10586652;SE
5563056059;2163045;SE
5563058352;10657342;SE
5563060689;20815956;SE
5563064137;4265446;SE
5563064178;10586655;SE
5563066652;16146715;SE
5563067098;10586656;SE
5563067171;16932851;SE
5563067544;392712;SE
5563068450;15419527;SE
5563069649;10586657;SE
5563069961;22651850;SE
5563071322;21109203;SE
5563072098;392730;SE
5563072627;22531503;SE
5563074805;21176863;SE
5563075455;22651851;SE
5563075844;75693;SE
5563078095;10324335;SE
5563081818;12181520;SE
5563082808;16146716;SE
5563084663;6005554;SE
5563085942;1467643;SE
5563086288;9134181;SE
5563087773;385130;SE
5563089175;17108764;SE
5563089498;3739518;SE
5563089605;10586661;SE
5563090520;20958109;SE
5563091742;22600074;SE
5563091973;392742;SE
5563093169;392746;SE
5563095636;10586664;SE
5563097038;18812500;SE
5563097632;22584790;SE
5563098796;20695830;SE
5563099158;22651852;SE
5563102184;901993;SE
5563102697;21109204;SE
5563104206;10586666;SE
5563104586;16146717;SE
5563105484;10586668;SE
5563105757;19878079;SE
5563107134;10586669;SE
5563108942;14350505;SE
5563109320;22651853;SE
5563111953;23136529;SE
5563112290;22673180;SE
5563112936;11426582;SE
5563115061;392760;SE
5563115491;14984866;SE
5563115533;22651854;SE
5563118149;23417746;SE
5563122653;358177;SE
5563125813;21774342;SE
5563128411;21109205;SE
5563128668;22651855;SE
5563129716;22651856;SE
5563131027;16355485;SE
5563131183;18036489;SE
5563132637;901994;SE
5563134088;19423551;SE
5563134484;23241862;SE
5563135002;180648;SE
5563136620;9694410;SE
5563142156;10586676;SE
5563143071;21287636;SE
5563145597;10586678;SE
5563147882;22723643;SE
5563149748;14129408;SE
5563155042;11432518;SE
5563155935;18140502;SE
5563156008;10586683;SE
5563157097;6551155;SE
5563158087;392785;SE
5563159986;10586684;SE
5563162170;21359554;SE
5563163228;20037572;SE
5563168060;17684494;SE
5563172450;14573493;SE
5563174589;3674358;SE
5563176832;10586686;SE
5563178721;11977174;SE
5563180495;22651857;SE
5563182632;2475651;SE
5563183358;13524253;SE
5563184851;392791;SE
5563190239;22672914;SE
5563194876;20312110;SE
5563195758;22651859;SE
5563199255;20323806;SE
5563202869;10586692;SE
5563203867;21109206;SE
5563205409;4812436;SE
5563206100;15110532;SE
5563208080;19793594;SE
5563208106;15466933;SE
5563208874;22871306;SE
5563209351;16030538;SE
5563209880;10586694;SE
5563213833;3304288;SE
5563214567;22651860;SE
5563216364;392802;SE
5563216810;22887228;SE
5563217008;22651861;SE
5563218105;10586695;SE
5563218659;9635338;SE
5563222289;22651862;SE
5563224681;10586696;SE
5563227148;3438174;SE
5563229565;392805;SE
5563233344;3709659;SE
5563234615;10586703;SE
5563235778;20762564;SE
5563236776;22834824;SE
5563237659;392811;SE
5563242683;10586704;SE
5563242725;21955045;SE
5563243194;11432434;SE
5563246171;4221307;SE
5563250868;14117197;SE
5563251023;22044614;SE
5563251486;22651863;SE
5563251528;22043529;SE
5563253854;21009788;SE
5563259976;22651864;SE
5563261113;11432475;SE
5563261949;15043043;SE
5563262913;23491479;SE
5563263598;20695831;SE
5563265205;10586707;SE
5563267185;10586708;SE
5563267987;20695832;SE
5563274124;15042685;SE
5563276087;15729819;SE
5563281244;19079364;SE
5563282879;3745280;SE
5563282929;15043116;SE
5563283521;22005635;SE
5563286078;22651866;SE
5563289577;19015490;SE
5563291342;23017843;SE
5563292928;13356091;SE
5563293280;392818;SE
5563296044;120143;SE
5563299113;22042531;SE
5563300879;22651867;SE
5563302040;22300939;SE
5563304855;20695833;SE
5563307601;22651868;SE
5563308153;10586714;SE
5563308542;21098;SE
5563309227;22227522;SE
5563310209;23452769;SE
5563311801;22673310;SE
5563312346;392867;SE
5563315646;23061717;SE
5563317964;21079336;SE
5563318293;7570743;SE
5563320406;17993559;SE
5563325231;21109208;SE
5563326726;10586718;SE
5563327799;22651869;SE
5563332989;10586719;SE
5563334662;22651870;SE
5563336204;1945115;SE
5563340560;392871;SE
5563344927;22651872;SE
5563348100;21538615;SE
5563348548;18216920;SE
5563350882;20695835;SE
5563355675;21817668;SE
5563356137;23453068;SE
5563360139;21109209;SE
5563361384;16533486;SE
5563361822;22651873;SE
5563362614;21500336;SE
5563364107;18470495;SE
5563366292;11356413;SE
5563369213;20815940;SE
5563369270;22515605;SE
5563369296;8161655;SE
5563372761;12179315;SE
5563374130;14315582;SE
5563374155;15707653;SE
5563375335;10586724;SE
5563376143;3890178;SE
5563376283;8640193;SE
5563377323;22371697;SE
5563380715;20695836;SE
5563381176;392888;SE
5563383974;23315804;SE
5563384006;1467783;SE
5563385581;22651874;SE
5563388056;16295704;SE
5563390243;22651875;SE
5563391795;19203507;SE
5563394203;22835584;SE
5563396067;16146719;SE
5563397503;10586729;SE
5563398618;10586730;SE
5563398634;392894;SE
5563401982;22651877;SE
5563405843;21109210;SE
5563406023;20695837;SE
5563407138;16111855;SE
5563411718;20695838;SE
5563412484;139285;SE
5563418267;18314527;SE
5563419091;10586733;SE
5563420958;6952467;SE
5563424422;16231696;SE
5563427177;21901584;SE
5563430395;22651878;SE
5563432649;180650;SE
5563432839;10586735;SE
5563433183;22228508;SE
5563435725;16248613;SE
5563437200;10586736;SE
5563437879;392918;SE
5563440790;21978666;SE
5563443141;20695839;SE
5563447191;15992605;SE
5563448017;22651879;SE
5563448892;10586737;SE
5563450146;13155261;SE
5563450179;16146722;SE
5563450401;23056008;SE
5563450823;2906532;SE
5563451995;16580723;SE
5563455913;18676919;SE
5563456366;392937;SE
5563458719;392941;SE
5563459527;18085653;SE
5563463651;21955348;SE
5563463941;392970;SE
5563465706;21100;SE
5563465854;21109211;SE
5563466969;902003;SE
5563470557;10586743;SE
5563471076;17417485;SE
5563473569;17108924;SE
5563474294;21298388;SE
5563475184;392975;SE
5563478832;13624098;SE
5563479152;392982;SE
5563479343;6570458;SE
5563480085;20695841;SE
5563480283;16348800;SE
5563484673;20695842;SE
5563488278;18874397;SE
5563489904;18783068;SE
5563497758;20695843;SE
5563503548;392988;SE
5563507747;22514636;SE
5563512374;22651881;SE
5563513059;11674076;SE
5563514081;22468018;SE
5563520872;11069043;SE
5563521466;22946597;SE
5563523140;22651882;SE
5563525673;20888883;SE
5563527422;11432477;SE
5563527968;9538784;SE
5563529808;6075163;SE
5563530533;21287632;SE
5563531333;392994;SE
5563537413;10586752;SE
5563538502;10586754;SE
5563540292;10679592;SE
5563541902;17926052;SE
5563542843;21559586;SE
5563543999;22042605;SE
5563544690;5844144;SE
5563545911;20024208;SE
5563558542;22387723;SE
5563562080;11432428;SE
5563562122;21109212;SE
5563565612;10857854;SE
5563568202;22708834;SE
5563569309;22651883;SE
5563569382;19710935;SE
5563569499;10586759;SE
5563574754;44080;SE
5563576346;11405314;SE
5563577203;22575554;SE
5563577443;20695844;SE
5563584654;23227103;SE
5563585156;16146724;SE
5563587590;22651884;SE
5563589497;10586761;SE
5563590123;10586762;SE
5563596419;20695846;SE
5563596757;12004991;SE
5563600443;22834583;SE
5563603272;20695847;SE
5563605947;21515207;SE
5563610046;17109061;SE
5563612034;15353170;SE
5563612554;23149767;SE
5563612901;21109213;SE
5563613925;417589;SE
5563620920;16879513;SE
5563624641;15147691;SE
5563626794;22651886;SE
5563627131;17554676;SE
5563627560;392999;SE
5563634558;22651887;SE
5563641595;10586772;SE
5563643450;393005;SE
5563645612;2483628;SE
5563647956;22651888;SE
5563650075;20677494;SE
5563650497;21145722;SE
5563650752;10586773;SE
5563651073;15734751;SE
5563651255;17682497;SE
5563651974;20695848;SE
5563653863;21204521;SE
5563655090;15284565;SE
5563661338;17154172;SE
5563663888;22651889;SE
5563668572;10586777;SE
5563669042;22651890;SE
5563672012;393019;SE
5563677912;20695849;SE
5563678217;393022;SE
5563679496;18380052;SE
5563680643;1913939;SE
5563681104;10586779;SE
5563683001;1316655;SE
5563683852;22651891;SE
5563685345;902006;SE
5563689826;1467718;SE
5563693158;16614694;SE
5563699197;15783553;SE
5563699783;10586783;SE
5563704260;22651892;SE
5563704369;23430902;SE
5563708063;21687980;SE
5563708600;7544367;SE
5563709376;20695850;SE
5563709954;17884494;SE
5563717585;14353491;SE
5563719185;393034;SE
5563726768;10586786;SE
5563727121;17682666;SE
5563728145;19148541;SE
5563729010;14439605;SE
5563730075;405244;SE
5563735967;20695851;SE
5563744225;20398844;SE
5563745107;14779486;SE
5563745651;20695852;SE
5563749877;18104652;SE
5563753077;393038;SE
5563753879;20457535;SE
5563755098;10586788;SE
5563755171;15523630;SE
5563758969;4212152;SE
5563760171;22682391;SE
5563761302;10679543;SE
5563762730;15419793;SE
5563763035;10586789;SE
5563763332;9702172;SE
5563766590;14028253;SE
5563778108;5351516;SE
5563785111;393048;SE
5563785178;15620668;SE
5563786390;21371735;SE
5563788354;18829943;SE
5563789667;1901631;SE
5563791366;10586791;SE
5563793081;18007491;SE
5563793586;23111109;SE
5563800258;23003773;SE
5563800563;18879576;SE
5563803179;18509496;SE
5563805885;21109214;SE
5563807360;10586796;SE
5563811289;10586797;SE
5563812451;22651894;SE
5563813624;22651895;SE
5563815744;11432422;SE
5563821650;17855493;SE
5563825321;19907756;SE
5563825750;10586800;SE
5563827327;7616694;SE
5563828564;22813732;SE
5563829810;19676939;SE
5563832285;13898053;SE
5563835742;10586802;SE
5563836146;417590;SE
5563837862;393055;SE
5563840171;10586804;SE
5563841120;20363984;SE
5563844371;10586805;SE
5563854933;16675484;SE
5563863439;2024935;SE
5563866036;6768257;SE
5563872281;19396595;SE
5563872513;22651896;SE
5563873990;22651897;SE
5563877967;18879594;SE
5563883817;23408573;SE
5563884989;22992393;SE
5563885382;9233116;SE
5563885689;10586811;SE
5563885986;22651898;SE
5563889020;22673185;SE
5563891232;14294014;SE
5563892180;13994180;SE
5563893360;10586815;SE
5563893642;10586816;SE
5563895290;16249369;SE
5563899698;20324126;SE
5563899763;22387852;SE
5563909646;18874393;SE
5563911097;23370038;SE
5563915049;19071157;SE
5563918886;20695855;SE
5563919892;20695856;SE
5563921617;10586827;SE
5563921849;7536469;SE
5563923332;6827345;SE
5563925097;15466936;SE
5563927366;20695857;SE
5563934669;21109215;SE
5563935955;21190575;SE
5563936714;21848743;SE
5563936854;22881709;SE
5563937969;10586829;SE
5563938298;10586830;SE
5563941482;14293835;SE
5563946572;23004636;SE
5563951812;20535036;SE
5563955722;10586834;SE
5563958726;19079369;SE
5563958809;19695861;SE
5563961357;10026870;SE
5563964138;10586835;SE
5563964427;16614654;SE
5563965044;16146726;SE
5563965911;10586836;SE
5563966612;10586837;SE
5563970176;20695858;SE
5563970192;14969727;SE
5563970580;10586839;SE
5563974863;22651899;SE
5563976140;6139153;SE
5563976710;18709735;SE
5563984276;21109216;SE
5563984607;22651900;SE
5563986776;10586841;SE
5563987402;10586842;SE
5563987758;22651901;SE
5563990414;22651902;SE
5563990877;10586843;SE
5563992170;8867769;SE
5563994499;22651903;SE
5563996189;16165496;SE
5563997146;9712578;SE
5563998540;10586844;SE
5564005253;18528650;SE
5564005261;21032473;SE
5564005378;393087;SE
5564013596;22787566;SE
5564013604;10586866;SE
5564017464;10586867;SE
5564021086;16146728;SE
5564024064;6622307;SE
5564025970;22651905;SE
5564028966;20695860;SE
5564029212;21109217;SE
5564032224;10586869;SE
5564032596;393092;SE
5564047008;10586872;SE
5564048873;22682392;SE
5564050267;22651906;SE
5564050481;10753223;SE
5564050770;10586874;SE
5564053949;10586875;SE
5564053964;10586877;SE
5564054137;23452698;SE
5564057676;21739552;SE
5564059292;19229738;SE
5564061702;180654;SE
5564062585;21515445;SE
5564064748;22651907;SE
5564072261;8973962;SE
5564072964;22651908;SE
5564073145;10586882;SE
5564073830;393101;SE
5564077914;21068611;SE
5564083334;10586883;SE
5564087723;16146730;SE
5564088770;22651909;SE
5564091857;20888571;SE
5564091949;10586884;SE
5564092749;10586885;SE
5564095734;393112;SE
5564095841;20695861;SE
5564100161;10586886;SE
5564103280;10586887;SE
5564105608;22083516;SE
5564106580;22387746;SE
5564111002;19033488;SE
5564115672;12181666;SE
5564119781;10586893;SE
5564122769;10586894;SE
5564123247;10586895;SE
5564128238;2381315;SE
5564130168;10586896;SE
5564130242;4584475;SE
5564130309;22651911;SE
5564132883;180655;SE
5564135548;22651912;SE
5564136124;20546072;SE
5564140373;10586898;SE
5564142734;18217669;SE
5564143914;4222228;SE
5564145455;10586900;SE
5564146545;20457542;SE
5564147485;14904016;SE
5564148053;180656;SE
5564151727;22651913;SE
5564152519;23199711;SE
5564154259;13284362;SE
5564156650;16146731;SE
5564160975;10586904;SE
5564162062;16580823;SE
5564162757;10586906;SE
5564163755;10586907;SE
5564164209;20695863;SE
5564166592;22651914;SE
5564168093;22651915;SE
5564169216;16768488;SE
5564169448;20582573;SE
5564169471;22206024;SE
5564170800;22993585;SE
5564170826;14984582;SE
5564170859;10586909;SE
5564178811;18104838;SE
5564179116;22651916;SE
5564179702;6657408;SE
5564182300;15828070;SE
5564185410;20756786;SE
5564187556;19515492;SE
5564189321;4747292;SE
5564192663;21109218;SE
5564193232;22651917;SE
5564193984;17183967;SE
5564194396;393115;SE
5564194453;22651919;SE
5564196284;20695864;SE
5564197878;393117;SE
5564199395;393118;SE
5564201456;256232;SE
5564202116;3438172;SE
5564203072;82201;SE
5564207453;19130601;SE
5564208642;22468165;SE
5564209046;393963;SE
5564210309;10586916;SE
5564211059;21708933;SE
5564212727;22651920;SE
5564212941;20964807;SE
5564215035;22651921;SE
5564217767;10586918;SE
5564219011;22651922;SE
5564219763;3803249;SE
5564221363;17229031;SE
5564222379;16146732;SE
5564223591;10586920;SE
5564224060;20723999;SE
5564224359;18632489;SE
5564225208;16146733;SE
5564227220;22651923;SE
5564229010;10586922;SE
5564230604;20695865;SE
5564231479;20695866;SE
5564231875;19896594;SE
5564232592;393967;SE
5564232824;10900057;SE
5564234788;10586925;SE
5564235355;3960783;SE
5564236643;393970;SE
5564237153;10586926;SE
5564237799;16146735;SE
5564238052;19402534;SE
5564238383;10586927;SE
5564244787;13805233;SE
5564244894;570115;SE
5564245495;22864302;SE
5564246550;10586928;SE
5564248580;22651924;SE
5564248689;21109219;SE
5564248747;11627043;SE
5564249059;23241861;SE
5564249208;18124685;SE
5564251246;393973;SE
5564251998;19143996;SE
5564255510;393976;SE
5564258498;20695867;SE
5564258670;17854248;SE
5564262391;13969246;SE
5564262433;21109220;SE
5564262680;393985;SE
5564266459;22651947;SE
5564274099;5032210;SE
5564274719;21109221;SE
5564274917;17938971;SE
5564276730;17926303;SE
5564277555;20851543;SE
5564277993;10586933;SE
5564278090;9409199;SE
5564278272;14624489;SE
5564278561;21104;SE
5564279478;22651948;SE
5564280369;16146736;SE
5564282738;394005;SE
5564283264;22651949;SE
5564285855;22584810;SE
5564287828;17882436;SE
5564290319;12181936;SE
5564291192;15524162;SE
5564294675;22651951;SE
5564296753;21775531;SE
5564297322;394009;SE
5564297504;21108;SE
5564297850;10586936;SE
5564298882;394021;SE
5564300142;394024;SE
5564300662;22387871;SE
5564300985;13897336;SE
5564303799;394028;SE
5564304425;22651952;SE
5564304680;18155699;SE
5564309903;10586938;SE
5564310000;17571535;SE
5564312469;21652380;SE
5564312931;20695869;SE
5564315462;21652150;SE
5564315892;21109222;SE
5564317500;10586940;SE
5564318086;22651953;SE
5564318599;19995210;SE
5564321247;13524443;SE
5564322112;21109223;SE
5564323367;12181656;SE
5564329281;10586943;SE
5564329851;10586944;SE
5564331287;20695870;SE
5564331907;22864619;SE
5564333416;20695871;SE
5564335486;10586946;SE
5564335924;20695872;SE
5564336690;20695873;SE
5564337037;10586947;SE
5564337417;15043058;SE
5564338563;15466542;SE
5564339397;19757647;SE
5564340130;394041;SE
5564341369;394044;SE
5564342094;18879546;SE
5564342466;20695874;SE
5564344009;19515048;SE
5564345808;12649391;SE
5564347077;902021;SE
5564348968;22238816;SE
5564348976;21795632;SE
5564350733;10586949;SE
5564351160;20756801;SE
5564352085;17682671;SE
5564354479;10586950;SE
5564354784;20737942;SE
5564357878;18745488;SE
5564358694;23408567;SE
5564359676;17336820;SE
5564359684;22651954;SE
5564361763;10586953;SE
5564363207;20455752;SE
5564366366;6604512;SE
5564367067;21344987;SE
5564367273;16146739;SE
5564367539;16146740;SE
5564370400;22651955;SE
5564370426;23004718;SE
5564372190;394055;SE
5564372521;2793912;SE
5564374915;16827583;SE
5564377439;902024;SE
5564378007;394061;SE
5564378254;20804536;SE
5564378429;22515514;SE
5564379237;16248593;SE
5564379344;6172318;SE
5564379427;20695876;SE
5564380284;19061503;SE
5564380508;20169174;SE
5564380748;22651956;SE
5564380896;1109671;SE
5564382629;22651957;SE
5564383346;21109224;SE
5564386695;394067;SE
5564387008;6228428;SE
5564387735;16406582;SE
5564388485;15707592;SE
5564390804;22651959;SE
5564391232;22651960;SE
5564391596;22561752;SE
5564391612;22344512;SE
5564392990;10586959;SE
5564394426;9139731;SE
5564394749;20695877;SE
5564395878;16146741;SE
5564396884;18275446;SE
5564397395;10586960;SE
5564400926;10586962;SE
5564410974;18064498;SE
5564412574;10586965;SE
5564417656;394118;SE
5564419678;10586968;SE
5564419918;10586969;SE
5564421161;10586970;SE
5564421856;23383886;SE
5564423118;10586972;SE
5564423662;16146742;SE
5564429313;23350699;SE
5564431103;13621192;SE
5564432812;8005021;SE
5564435880;14904385;SE
5564440112;22514548;SE
5564444593;394123;SE
5564445277;7368207;SE
5564448867;7103339;SE
5564449824;20923661;SE
5564450103;4571661;SE
5564450905;11414527;SE
5564451994;2558634;SE
5564453529;14786010;SE
5564454345;180657;SE
5564454899;10586976;SE
5564455482;10586977;SE
5564455557;23110720;SE
5564460482;15352808;SE
5564460557;10586982;SE
5564460847;19037506;SE
5564461837;20958090;SE
5564464062;10586984;SE
5564464971;20610323;SE
5564466240;3438145;SE
5564467057;20695879;SE
5564468105;953853;SE
5564468287;9366473;SE
5564469004;20695880;SE
5564470390;18585496;SE
5564470564;16146744;SE
5564471539;13317401;SE
5564472677;394141;SE
5564473568;20714968;SE
5564475290;22312560;SE
5564477650;21109225;SE
5564479029;10586986;SE
5564480282;10586987;SE
5564481397;18874511;SE
5564483484;20815979;SE
5564487949;10586989;SE
5564488178;22058983;SE
5564489721;19144054;SE
5564489853;22599888;SE
5564490513;14574088;SE
5564491941;20097247;SE
5564495702;4565838;SE
5564499043;10586991;SE
5564501350;394157;SE
5564504966;22651961;SE
5564506003;7680667;SE
5564511037;10586994;SE
5564513611;16146745;SE
5564513975;394161;SE
5564514973;394171;SE
5564516077;18829807;SE
5564518701;21794515;SE
5564519345;23199692;SE
5564521218;23017856;SE
5564526514;22651962;SE
5564531233;16146746;SE
5564531415;21698549;SE
5564531837;394176;SE
5564532173;394180;SE
5564533486;22206096;SE
5564537768;22651963;SE
5564539400;20695881;SE
5564539632;10508076;SE
5564540630;10587000;SE
5564541315;22993567;SE
5564542099;1908124;SE
5564542883;16146747;SE
5564543022;20695883;SE
5564543956;10587001;SE
5564546991;10587002;SE
5564549003;17109068;SE
5564551223;16146749;SE
5564553062;20738213;SE
5564554169;22651965;SE
5564554987;22651966;SE
5564555281;16985598;SE
5564556107;10587005;SE
5564558244;14970109;SE
5564559010;4312321;SE
5564559143;10587006;SE
5564561602;16165501;SE
5564561768;10587007;SE
5564562493;21775911;SE
5564567393;21754947;SE
5564568235;16146751;SE
5564568565;22371642;SE
5564568631;10587010;SE
5564569928;5286168;SE
5564574712;5148678;SE
5564577335;14821598;SE
5564578283;394208;SE
5564578523;5264190;SE
5564580578;20364041;SE
5564581253;3248231;SE
5564582947;22651967;SE
5564583234;10587013;SE
5564583473;22186544;SE
5564584729;21515400;SE
5564585569;20695884;SE
5564586021;14969844;SE
5564589207;10587016;SE
5564589751;16146752;SE
5564590015;394220;SE
5564591732;18359647;SE
5564591906;10587017;SE
5564592078;21416798;SE
5564594116;20695885;SE
5564594280;23299546;SE
5564594546;394225;SE
5564594561;12459335;SE
5564594645;10753242;SE
5564596939;394230;SE
5564599156;18611533;SE
5564602893;394235;SE
5564605987;180659;SE
5564606605;10587018;SE
5564606902;394245;SE
5564608593;4919272;SE
5564611241;10587021;SE
5564611902;394251;SE
5564612108;17433555;SE
5564612983;394256;SE
5564613338;20695886;SE
5564614948;23092555;SE
5564615846;20695887;SE
5564616489;5564544;SE
5564617529;22238968;SE
5564618204;17965490;SE
5564618675;10587023;SE
5564620184;16249207;SE
5564620895;7524362;SE
5564622198;20324133;SE
5564625803;16146753;SE
5564628062;10587026;SE
5564628880;20958083;SE
5564629060;3438166;SE
5564632247;10587027;SE
5564632882;18628804;SE
5564633401;18379522;SE
5564638459;10587028;SE
5564638707;19236496;SE
5564639440;16146754;SE
5564640109;15194981;SE
5564642808;22651968;SE
5564644010;13831549;SE
5564645033;17501218;SE
5564645512;902028;SE
5564645645;10871539;SE
5564646874;10587029;SE
5564649308;10587030;SE
5564651890;17066640;SE
5564653185;10587031;SE
5564653359;18555498;SE
5564655354;20695888;SE
5564655529;20815915;SE
5564659497;394282;SE
5564660107;20753490;SE
5564660966;10587035;SE
5564661352;19182662;SE
5564662558;21993650;SE
5564664760;11432519;SE
5564669637;10587037;SE
5564669876;13930704;SE
5564669959;22186496;SE
5564671278;22651969;SE
5564672201;20695889;SE
5564677390;16146756;SE
5564677556;10587039;SE
5564679180;10587040;SE
5564681814;20695891;SE
5564682952;394288;SE
5564683893;20408959;SE
5564684305;3376548;SE
5564684354;22269429;SE
5564687589;16146757;SE
5564688256;16146758;SE
5564688892;22651970;SE
5564689080;18360490;SE
5564690195;21109226;SE
5564690732;22651971;SE
5564690880;21432256;SE
5564692019;22651972;SE
5564692043;10587044;SE
5564693124;22337898;SE
5564693371;18170734;SE
5564693520;394294;SE
5564694726;22924887;SE
5564698586;10587047;SE
5564699303;22651974;SE
5564700309;10587048;SE
5564701711;20816011;SE
5564703717;10587049;SE
5564703907;22651975;SE
5564704475;2540655;SE
5564705282;10587050;SE
5564705381;14778710;SE
5564705894;21298309;SE
5564709326;23110746;SE
5564710860;23261546;SE
5564712775;21109227;SE
5564712924;16030550;SE
5564713369;394319;SE
5564714250;22651977;SE
5564714474;394323;SE
5564714938;22456518;SE
5564717238;22651980;SE
5564717923;22575559;SE
5564718301;10587057;SE
5564720208;22312723;SE
5564721396;18879516;SE
5564724325;394365;SE
5564726684;23383972;SE
5564728227;22600065;SE
5564729027;10587059;SE
5564729282;18655527;SE
5564732773;10587060;SE
5564733581;20695892;SE
5564736030;22651981;SE
5564736618;22851490;SE
5564736808;10587061;SE
5564739521;22545243;SE
5564740537;22651982;SE
5564742244;6658324;SE
5564743705;17568561;SE
5564743952;10587063;SE
5564743994;394378;SE
5564744729;10587064;SE
5564745007;2200841;SE
5564746294;14315797;SE
5564746583;394383;SE
5564748472;20695894;SE
5564749868;20695895;SE
5564751492;15486550;SE
5564753084;394387;SE
5564753746;21109228;SE
5564756467;22651983;SE
5564758620;19143734;SE
5564760642;20695896;SE
5564761053;10587069;SE
5564763869;5351433;SE
5564764990;10587071;SE
5564766219;22682490;SE
5564769049;10587073;SE
5564771144;22734596;SE
5564771326;394392;SE
5564771920;6819890;SE
5564772852;23061578;SE
5564777828;394396;SE
5564778164;10587078;SE
5564778222;18322609;SE
5564778412;22387626;SE
5564778818;752044;SE
5564779436;11678055;SE
5564780053;10587081;SE
5564780293;394401;SE
5564781606;21074514;SE
5564781796;10587083;SE
5564783933;13180286;SE
5564784675;20715479;SE
5564784717;10587084;SE
5564786407;394408;SE
5564786555;10587085;SE
5564787074;10587086;SE
5564788429;20695897;SE
5564792116;902034;SE
5564792272;10587090;SE
5564792603;21116;SE
5564795598;10587091;SE
5564796018;394429;SE
5564798188;6273226;SE
